Omega RDXL6SD-USB Serial No. 0102-01540 - Sampled Data
Date:,2020-04-09

Time,Sample No.,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Cold Junction 1,Cold Junction 2,Cold Junction 3,Cold Junction 4,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Resistance 5,Resistance 6,
,,°F,°F,°F,°F,°F,°F,°F,°F,°F,°F,mV,mV,mV,mV,Ω,Ω,
2020-04-09 23:18:29,149, 416.5, 377.7, 374.4, 366.8,High,High,  92.5,  93.4,  94.4,  94.7,7.3351,7.5076,7.3904,7.1585,High,High,
2020-04-09 23:20:29,150, 416.4, 377.9, 374.6, 366.7,High,High,  92.4,  93.4,  94.4,  94.8,7.3337,7.5150,7.3946,7.1545,High,High,
2020-04-09 23:22:29,151, 416.1, 377.8, 373.9, 366.6,High,High,  92.4,  93.5,  94.5,  94.8,7.3286,7.5078,7.3724,7.1517,High,High,
2020-04-09 23:24:29,152, 416.5, 377.6, 374.7, 366.9,High,High,  92.5,  93.6,  94.4,  94.7,7.3353,7.5022,7.3959,7.1583,High,High,
2020-04-09 23:26:29,153, 416.6, 377.7, 374.2, 366.8,High,High,  92.3,  93.3,  94.3,  94.7,7.3415,7.5102,7.3835,7.1578,High,High,
2020-04-09 23:28:29,154, 416.7, 378.0, 374.4, 366.8,High,High,  92.1,  93.3,  94.2,  94.7,7.3471,7.5174,7.3933,7.1608,High,High,
2020-04-09 23:30:29,155, 416.5, 377.3, 374.6, 366.8,High,High,  92.3,  93.4,  94.3,  94.7,7.3429,7.4999,7.3991,7.1592,High,High,
2020-04-09 23:32:29,156, 416.7, 377.9, 373.0, 366.9,High,High,  92.1,  93.4,  94.2,  94.6,7.3454,7.5153,7.3487,7.1610,High,High,
2020-04-09 23:34:29,157, 416.7, 378.0, 374.1, 366.8,High,High,  92.3,  93.4,  94.3,  94.6,7.3439,7.5170,7.3830,7.1619,High,High,
2020-04-09 23:36:29,158, 416.6, 378.1, 374.7, 366.9,High,High,  92.4,  93.4,  94.3,  94.7,7.3398,7.5192,7.3994,7.1619,High,High,
2020-04-09 23:38:29,159, 416.6, 377.7, 374.5, 366.9,High,High,  92.4,  93.5,  94.3,  94.7,7.3392,7.5076,7.3946,7.1616,High,High,
2020-04-09 23:40:29,160, 416.5, 377.7, 374.9, 367.0,High,High,  92.4,  93.5,  94.4,  94.8,7.3406,7.5076,7.4051,7.1636,High,High,
2020-04-09 23:42:29,161, 416.7, 377.4, 374.6, 366.9,High,High,  92.4,  93.4,  94.3,  94.7,7.3420,7.5010,7.3940,7.1619,High,High,
2020-04-09 23:44:29,162, 416.6, 377.5, 375.0, 367.1,High,High,  92.3,  93.4,  94.3,  94.7,7.3433,7.5041,7.4075,7.1693,High,High,
2020-04-09 23:46:29,163, 416.8, 377.9, 373.7, 367.0,High,High,  92.4,  93.4,  94.2,  94.6,7.3480,7.5180,7.3720,7.1671,High,High,
2020-04-09 23:48:29,164, 416.7, 377.9, 374.7, 367.0,High,High,  92.3,  93.3,  94.3,  94.7,7.3456,7.5172,7.3984,7.1653,High,High,
2020-04-09 23:50:29,165, 416.7, 377.9, 374.7, 366.9,High,High,  92.3,  93.4,  94.3,  94.6,7.3439,7.5157,7.4020,7.1648,High,High,
2020-04-09 23:52:29,166, 416.7, 377.6, 373.0, 367.0,High,High,  92.3,  93.3,  94.3,  94.6,7.3470,7.5085,7.3489,7.1660,High,High,
2020-04-09 23:54:29,167, 416.8, 377.8, 374.6, 367.1,High,High,  92.3,  93.3,  94.3,  94.6,7.3479,7.5151,7.3988,7.1694,High,High,
2020-04-09 23:56:29,168, 417.1, 378.1, 375.0, 367.1,High,High,  92.3,  93.4,  94.3,  94.6,7.3527,7.5211,7.4124,7.1692,High,High,
2020-04-09 23:58:29,169, 416.8, 377.8, 373.8, 367.0,High,High,  92.1,  93.3,  94.2,  94.6,7.3505,7.5158,7.3760,7.1669,High,High,
2020-04-10 00:00:29,170, 416.8, 377.8, 375.1, 366.9,High,High,  92.3,  93.3,  94.2,  94.5,7.3481,7.5136,7.4125,7.1667,High,High,
2020-04-10 00:02:29,171, 416.9, 377.8, 374.6, 367.1,High,High,  92.1,  93.2,  94.2,  94.5,7.3507,7.5173,7.3999,7.1694,High,High,
2020-04-10 00:04:29,172, 416.9, 377.3, 374.0, 366.9,High,High,  92.0,  93.2,  94.2,  94.5,7.3534,7.5011,7.3856,7.1666,High,High,
2020-04-10 00:06:29,173, 416.9, 377.4, 375.1, 367.0,High,High,  91.8,  92.8,  93.7,  94.3,7.3625,7.5138,7.4225,7.1751,High,High,
2020-04-10 00:08:29,174, 417.5, 377.6, 374.8, 367.1,High,High,  91.4,  92.5,  93.5,  94.0,7.3796,7.5275,7.4218,7.1801,High,High,
2020-04-10 00:10:29,175, 417.4, 377.3, 374.3, 367.0,High,High,  91.2,  92.3,  93.4,  94.0,7.3860,7.5239,7.4099,7.1841,High,High,
2020-04-10 00:12:29,176, 416.8, 375.8, 371.7, 366.5,High,High,  91.0,  92.2,  93.3,  93.9,7.3747,7.4799,7.3343,7.1683,High,High,
2020-04-10 00:14:29,177, 414.8, 373.1, 370.4, 365.5,High,High,  91.0,  92.0,  93.3,  93.9,7.3301,7.4024,7.2957,7.1403,High,High,
2020-04-10 00:16:29,178, 411.8, 370.3, 367.9, 364.2,High,High,  91.1,  92.3,  93.4,  93.9,7.2645,7.3175,7.2229,7.0991,High,High,
2020-04-10 00:18:29,179, 408.9, 367.3, 364.8, 362.7,High,High,  91.1,  92.4,  93.5,  94.1,7.1953,7.2290,7.1288,7.0516,High,High,
2020-04-10 00:20:29,180, 405.7, 364.6, 362.6, 360.9,High,High,  91.2,  92.4,  93.5,  94.1,7.1220,7.1465,7.0617,6.9995,High,High,
2020-04-10 00:22:29,181, 402.5, 362.1, 360.0, 359.0,High,High,  91.1,  92.4,  93.5,  94.1,7.0539,7.0733,6.9865,6.9440,High,High,
2020-04-10 00:24:29,182, 399.3, 359.2, 357.4, 357.1,High,High,  91.2,  92.4,  93.5,  94.1,6.9830,6.9926,6.9096,6.8863,High,High,
2020-04-10 00:26:29,183, 395.9, 356.5, 354.8, 354.8,High,High,  91.1,  92.3,  93.5,  94.2,6.9067,6.9093,6.8330,6.8205,High,High,
2020-04-10 00:28:29,184, 392.6, 353.7, 352.2, 352.6,High,High,  91.2,  92.4,  93.5,  94.2,6.8303,6.8292,6.7545,6.7542,High,High,
2020-04-10 00:30:29,185, 389.3, 350.9, 349.1, 350.3,High,High,  91.2,  92.4,  93.5,  94.2,6.7563,6.7486,6.6682,6.6870,High,High,
2020-04-10 00:32:29,186, 385.9, 347.9, 346.7, 347.8,High,High,  91.4,  92.4,  93.5,  94.2,6.6810,6.6624,6.6007,6.6165,High,High,
2020-04-10 00:34:29,187, 382.6, 345.1, 344.0, 345.4,High,High,  91.2,  92.4,  93.6,  94.3,6.6073,6.5846,6.5228,6.5467,High,High,
2020-04-10 00:36:29,188, 379.3, 342.5, 341.2, 342.8,High,High,  91.4,  92.5,  93.6,  94.3,6.5316,6.5062,6.4453,6.4763,High,High,
2020-04-10 00:38:29,189, 375.7, 339.6, 338.4, 340.3,High,High,  91.2,  92.5,  93.7,  94.3,6.4526,6.4262,6.3635,6.4016,High,High,
2020-04-10 00:40:29,190, 372.2, 336.6, 335.5, 337.7,High,High,  91.5,  92.7,  93.9,  94.5,6.3679,6.3358,6.2766,6.3257,High,High,
2020-04-10 00:42:29,191, 368.7, 333.8, 332.9, 335.3,High,High,  91.8,  93.1,  94.2,  94.8,6.2851,6.2489,6.2004,6.2497,High,High,
2020-04-10 00:44:29,192, 365.3, 331.0, 330.0, 332.6,High,High,  92.0,  93.3,  94.3,  94.8,6.2036,6.1671,6.1117,6.1733,High,High,
2020-04-10 00:46:29,193, 361.6, 328.1, 327.1, 330.0,High,High,  92.1,  93.4,  94.4,  94.9,6.1200,6.0787,6.0275,6.0968,High,High,
2020-04-10 00:48:29,194, 358.3, 325.2, 324.6, 327.6,High,High,  92.3,  93.4,  94.5,  95.0,6.0430,5.9958,5.9529,6.0238,High,High,
2020-04-10 00:50:29,195, 355.0, 322.8, 321.9, 324.9,High,High,  92.3,  93.5,  94.5,  95.0,5.9687,5.9276,5.8790,5.9520,High,High,
2020-04-10 00:52:29,196, 351.4, 319.3, 318.7, 322.3,High,High,  92.5,  93.5,  94.6,  95.0,5.8856,5.8295,5.7855,5.8760,High,High,
2020-04-10 00:54:29,197, 348.0, 316.6, 316.1, 319.7,High,High,  92.5,  93.7,  94.6,  95.0,5.8074,5.7505,5.7117,5.8023,High,High,
2020-04-10 00:56:29,198, 344.7, 314.1, 313.4, 317.1,High,High,  92.5,  93.6,  94.6,  95.0,5.7317,5.6776,5.6342,5.7290,High,High,
2020-04-10 00:58:29,199, 341.2, 310.9, 310.5, 314.5,High,High,  92.5,  93.6,  94.6,  95.0,5.6547,5.5900,5.5529,5.6564,High,High,
2020-04-10 01:00:29,200, 337.7, 308.2, 307.8, 311.9,High,High,  92.7,  93.6,  94.6,  95.0,5.5789,5.5116,5.4773,5.5849,High,High,
2020-04-10 01:02:29,201, 334.4, 305.4, 305.1, 309.3,High,High,  92.6,  93.6,  94.5,  94.9,5.5035,5.4335,5.4000,5.5122,High,High,
2020-04-10 01:04:29,202, 331.0, 302.5, 302.3, 306.6,High,High,  92.5,  93.5,  94.4,  94.8,5.4291,5.3525,5.3246,5.4393,High,High,
2020-04-10 01:06:29,203, 327.5, 299.7, 299.5, 304.1,High,High,  92.4,  93.4,  94.4,  94.8,5.3545,5.2775,5.2492,5.3685,High,High,
2020-04-10 01:08:29,204, 323.9, 296.9, 296.6, 301.3,High,High,  92.3,  93.4,  94.3,  94.7,5.2769,5.1937,5.1664,5.2918,High,High,
2020-04-10 01:10:29,205, 320.5, 294.1, 293.9, 298.8,High,High,  92.0,  93.2,  94.2,  94.6,5.2049,5.1202,5.0937,5.2224,High,High,
2020-04-10 01:12:29,206, 317.1, 291.1, 291.2, 296.1,High,High,  92.1,  93.2,  94.2,  94.5,5.1280,5.0395,5.0211,5.1492,High,High,
2020-04-10 01:14:29,207, 313.7, 288.1, 288.0, 293.5,High,High,  92.0,  93.2,  94.0,  94.5,5.0546,4.9629,4.9374,5.0782,High,High,
2020-04-10 01:16:29,208, 310.3, 285.2, 285.1, 290.8,High,High,  91.9,  92.9,  94.0,  94.3,4.9789,4.8818,4.8596,5.0054,High,High,
2020-04-10 01:18:29,209, 306.7, 282.2, 282.4, 288.0,High,High,  91.9,  92.9,  93.9,  94.2,4.9009,4.8036,4.7875,4.9322,High,High,
2020-04-10 01:20:29,210, 303.1, 279.1, 279.5, 285.3,High,High,  91.9,  92.8,  93.7,  94.1,4.8264,4.7216,4.7103,4.8617,High,High,
2020-04-10 01:22:29,211, 299.8, 276.5, 276.4, 282.5,High,High,  91.7,  92.7,  93.7,  93.9,4.7531,4.6507,4.6277,4.7860,High,High,
2020-04-10 01:24:29,212, 296.4, 273.7, 273.6, 279.9,High,High,  91.7,  92.6,  93.5,  94.0,4.6766,4.5776,4.5540,4.7147,High,High,
2020-04-10 01:26:29,213, 292.8, 270.2, 270.5, 277.1,High,High,  91.5,  92.4,  93.5,  93.8,4.6000,4.4825,4.4682,4.6397,High,High,
2020-04-10 01:28:29,214, 289.6, 267.5, 267.9, 274.2,High,High,  91.1,  92.2,  93.2,  93.6,4.5341,4.4164,4.4060,4.5691,High,High,
2020-04-10 01:30:29,215, 286.1, 264.6, 264.7, 271.4,High,High,  90.8,  91.8,  93.0,  93.3,4.4654,4.3433,4.3247,4.4962,High,High,
2020-04-10 01:32:29,216, 282.7, 261.4, 261.7, 268.7,High,High,  90.6,  91.6,  92.7,  93.1,4.3924,4.2642,4.2473,4.4255,High,High,
2020-04-10 01:34:29,217, 279.0, 258.3, 258.7, 266.0,High,High,  90.3,  91.6,  92.7,  93.2,4.3138,4.1823,4.1668,4.3509,High,High,
2020-04-10 01:36:29,218, 275.3, 255.2, 255.7, 262.9,High,High,  90.3,  91.6,  92.7,  93.1,4.2282,4.0978,4.0886,4.2720,High,High,
2020-04-10 01:38:29,219, 271.9, 252.0, 252.4, 260.2,High,High,  90.5,  91.6,  92.6,  93.1,4.1498,4.0145,3.9995,4.1975,High,High,
2020-04-10 01:40:29,220, 268.2, 249.0, 249.6, 257.2,High,High,  90.3,  91.5,  92.6,  93.1,4.0695,3.9347,3.9239,4.1176,High,High,
2020-04-10 01:42:29,221, 264.9, 246.0, 246.7, 254.4,High,High,  90.3,  91.5,  92.5,  93.0,3.9942,3.8541,3.8526,4.0446,High,High,
2020-04-10 01:44:29,222, 261.3, 242.9, 243.5, 251.5,High,High,  90.2,  91.3,  92.4,  93.0,3.9180,3.7723,3.7653,3.9685,High,High,
2020-04-10 01:46:29,223, 257.7, 239.7, 240.2, 248.6,High,High,  90.0,  91.1,  92.2,  92.8,3.8396,3.6917,3.6836,3.8934,High,High,
2020-04-10 01:48:29,224, 254.1, 236.7, 237.5, 245.6,High,High,  89.9,  91.1,  92.1,  92.7,3.7602,3.6132,3.6133,3.8173,High,High,
2020-04-10 01:50:29,225, 250.6, 234.0, 234.1, 242.9,High,High,  89.8,  91.0,  92.1,  92.7,3.6840,3.5453,3.5224,3.7437,High,High,
2020-04-10 01:52:29,226, 246.7, 230.2, 230.8, 239.8,High,High,  89.9,  91.1,  92.1,  92.5,3.5939,3.4440,3.4354,3.6625,High,High,
2020-04-10 01:54:29,227, 243.0, 227.2, 227.7, 237.0,High,High,  90.1,  91.3,  92.2,  92.8,3.5067,3.3602,3.3544,3.5827,High,High,
2020-04-10 01:56:29,228, 239.4, 224.1, 224.6, 234.0,High,High,  90.1,  91.3,  92.2,  92.8,3.4233,3.2806,3.2685,3.5071,High,High,
2020-04-10 01:58:29,229, 235.8, 220.5, 221.3, 231.0,High,High,  90.2,  91.4,  92.2,  92.5,3.3384,3.1862,3.1840,3.4282,High,High,
2020-04-10 02:00:29,230, 232.3, 217.6, 218.5, 228.0,High,High,  90.1,  91.3,  92.2,  92.4,3.2583,3.1074,3.1131,3.3532,High,High,
2020-04-10 02:02:29,231, 228.7, 214.5, 215.3, 224.9,High,High,  90.2,  91.4,  92.2,  92.4,3.1763,3.0257,3.0283,3.2758,High,High,
2020-04-10 02:04:29,232, 224.9, 210.9, 211.9, 222.0,High,High,  90.0,  91.1,  92.1,  92.3,3.0940,2.9364,2.9427,3.2003,High,High,
2020-04-10 02:06:29,233, 221.5, 208.0, 208.8, 218.9,High,High,  89.8,  90.9,  91.8,  92.1,3.0205,2.8657,2.8657,3.1242,High,High,
2020-04-10 02:08:29,234, 218.1, 204.7, 205.6, 215.9,High,High,  89.6,  90.5,  91.5,  91.9,2.9468,2.7881,2.7902,3.0494,High,High,
2020-04-10 02:10:29,235, 215.0, 201.9, 202.9, 212.9,High,High,  89.2,  90.2,  91.2,  91.5,2.8826,2.7265,2.7294,2.9786,High,High,
2020-04-10 02:12:29,236, 211.7, 199.5, 200.5, 210.0,High,High,  88.8,  90.0,  90.9,  91.3,2.8187,2.6690,2.6736,2.9095,High,High,
2020-04-10 02:14:29,237, 209.0, 197.1, 198.1, 207.4,High,High,  88.7,  89.7,  90.8,  91.3,2.7574,2.6148,2.6136,2.8421,High,High,
2020-04-10 02:16:29,238, 206.4, 195.1, 195.7, 204.8,High,High,  88.5,  89.6,  90.7,  91.1,2.7004,2.5623,2.5588,2.7773,High,High,
2020-04-10 02:18:29,239, 203.8, 193.1, 193.7, 202.2,High,High,  88.5,  89.7,  90.7,  91.2,2.6404,2.5109,2.5042,2.7093,High,High,
2020-04-10 02:20:29,240, 201.3, 190.9, 191.9, 199.6,High,High,  88.5,  89.7,  90.7,  91.1,2.5846,2.4569,2.4551,2.6440,High,High,
2020-04-10 02:22:29,241, 199.2, 189.3, 189.9, 197.4,High,High,  88.7,  89.8,  90.7,  91.2,2.5319,2.4116,2.4070,2.5887,High,High,
2020-04-10 02:24:29,242, 197.0, 187.3, 188.2, 195.4,High,High,  88.7,  89.7,  90.7,  91.1,2.4834,2.3640,2.3619,2.5369,High,High,
2020-04-10 02:26:29,243, 195.1, 185.7, 186.5, 193.5,High,High,  88.8,  89.8,  90.8,  91.2,2.4358,2.3191,2.3209,2.4865,High,High,
2020-04-10 02:28:29,244, 193.2, 184.3, 184.8, 191.6,High,High,  88.8,  89.9,  90.8,  91.2,2.3931,2.2811,2.2747,2.4416,High,High,
2020-04-10 02:30:29,245, 191.5, 182.7, 183.6, 189.9,High,High,  88.7,  89.9,  90.8,  91.0,2.3532,2.2439,2.2422,2.4000,High,High,
2020-04-10 02:32:29,246, 189.8, 181.3, 181.9, 188.1,High,High,  88.7,  89.8,  90.6,  90.9,2.3173,2.2097,2.2055,2.3572,High,High,
2020-04-10 02:34:29,247, 188.2, 179.8, 180.4, 186.3,High,High,  88.5,  89.6,  90.4,  90.6,2.2831,2.1738,2.1712,2.3175,High,High,
2020-04-10 02:36:29,248, 186.7, 178.3, 179.1, 184.8,High,High,  88.2,  89.2,  90.1,  90.4,2.2550,2.1451,2.1444,2.2824,High,High,
2020-04-10 02:38:29,249, 185.0, 176.9, 177.7, 183.3,High,High,  87.8,  88.9,  89.9,  90.3,2.2256,2.1172,2.1147,2.2466,High,High,
2020-04-10 02:40:29,250, 183.6, 175.5, 176.2, 181.7,High,High,  87.6,  88.6,  89.7,  90.0,2.1970,2.0906,2.0848,2.2115,High,High,
2020-04-10 02:42:29,251, 182.1, 174.5, 175.1, 180.2,High,High,  87.4,  88.6,  89.6,  90.0,2.1689,2.0647,2.0589,2.1786,High,High,
2020-04-10 02:44:29,252, 180.8, 173.6, 173.9, 179.0,High,High,  87.2,  88.3,  89.5,  89.7,2.1415,2.0456,2.0315,2.1504,High,High,
2020-04-10 02:46:29,253, 179.5, 172.5, 173.0, 177.7,High,High,  87.3,  88.6,  89.5,  89.8,2.1102,2.0145,2.0061,2.1143,High,High,
2020-04-10 02:48:29,254, 178.3, 171.5, 172.0, 176.5,High,High,  87.3,  88.4,  89.5,  89.8,2.0805,1.9920,1.9825,2.0834,High,High,
2020-04-10 02:50:29,255, 177.1, 170.4, 170.8, 175.2,High,High,  87.4,  88.6,  89.5,  89.8,2.0540,1.9627,1.9536,2.0523,High,High,
2020-04-10 02:52:29,256, 176.0, 169.3, 169.7, 174.1,High,High,  87.4,  88.7,  89.5,  89.8,2.0271,1.9368,1.9259,2.0247,High,High,
2020-04-10 02:54:29,257, 174.9, 168.2, 168.8, 173.0,High,High,  87.3,  88.6,  89.5,  89.7,2.0022,1.9120,1.9036,1.9986,High,High,
2020-04-10 02:56:29,258, 174.0, 167.5, 167.9, 171.9,High,High,  87.4,  88.6,  89.4,  89.7,1.9808,1.8933,1.8831,1.9741,High,High,
2020-04-10 02:58:29,259, 172.9, 166.7, 167.0, 171.0,High,High,  87.3,  88.4,  89.4,  89.7,1.9582,1.8698,1.8609,1.9485,High,High,
2020-04-10 03:00:29,260, 172.0, 165.7, 166.2, 169.9,High,High,  87.3,  88.3,  89.4,  89.7,1.9378,1.8542,1.8412,1.9264,High,High,
2020-04-10 03:02:29,261, 171.1, 165.1, 165.4, 169.0,High,High,  87.3,  88.3,  89.2,  89.6,1.9175,1.8355,1.8241,1.9048,High,High,
2020-04-10 03:04:29,262, 170.1, 164.2, 164.6, 168.0,High,High,  87.2,  88.3,  89.2,  89.5,1.8968,1.8143,1.8037,1.8828,High,High,
2020-04-10 03:06:29,263, 169.2, 163.4, 163.8, 167.2,High,High,  87.1,  88.2,  89.1,  89.5,1.8785,1.7971,1.7857,1.8629,High,High,
2020-04-10 03:08:29,264, 168.4, 162.7, 163.1, 166.5,High,High,  87.1,  88.1,  89.0,  89.5,1.8604,1.7811,1.7716,1.8437,High,High,
2020-04-10 03:10:29,265, 167.6, 161.9, 162.2, 165.6,High,High,  87.0,  88.0,  88.9,  89.4,1.8449,1.7648,1.7519,1.8241,High,High,
2020-04-10 03:12:29,266, 166.9, 161.4, 161.7, 164.8,High,High,  86.9,  88.0,  88.7,  89.3,1.8301,1.7524,1.7391,1.8069,High,High,
2020-04-10 03:14:29,267, 166.2, 160.8, 161.1, 163.9,High,High,  86.7,  87.8,  88.7,  89.2,1.8162,1.7385,1.7276,1.7909,High,High,
2020-04-10 03:16:29,268, 165.4, 160.2, 160.3, 163.4,High,High,  86.6,  87.8,  88.6,  89.1,1.8008,1.7264,1.7126,1.7740,High,High,
2020-04-10 03:18:29,269, 164.7, 159.6, 159.8, 162.6,High,High,  86.5,  87.7,  88.5,  89.1,1.7882,1.7150,1.6995,1.7598,High,High,
2020-04-10 03:20:29,270, 163.9, 159.0, 159.2, 161.9,High,High,  86.4,  87.7,  88.6,  88.9,1.7722,1.7009,1.6870,1.7437,High,High,
2020-04-10 03:22:29,271, 163.4, 158.2, 158.7, 161.3,High,High,  86.5,  87.7,  88.5,  88.9,1.7578,1.6851,1.6733,1.7277,High,High,
2020-04-10 03:24:29,272, 162.8, 157.9, 158.2, 160.6,High,High,  86.5,  87.7,  88.5,  88.9,1.7442,1.6723,1.6582,1.7124,High,High,
2020-04-10 03:26:29,273, 162.2, 157.4, 157.6, 160.1,High,High,  86.5,  87.5,  88.5,  88.8,1.7301,1.6613,1.6478,1.7000,High,High,
2020-04-10 03:28:29,274, 161.5, 156.8, 157.0, 159.5,High,High,  86.4,  87.5,  88.5,  88.8,1.7173,1.6474,1.6333,1.6865,High,High,
2020-04-10 03:30:29,275, 160.8, 156.2, 156.4, 158.9,High,High,  86.4,  87.5,  88.3,  88.7,1.7025,1.6334,1.6191,1.6732,High,High,
2020-04-10 03:32:29,276, 160.4, 155.7, 155.9, 158.2,High,High,  86.4,  87.5,  88.3,  88.7,1.6920,1.6232,1.6080,1.6594,High,High,
2020-04-10 03:34:29,277, 159.7, 155.3, 155.5, 157.7,High,High,  86.4,  87.5,  88.3,  88.6,1.6777,1.6109,1.5969,1.6452,High,High,
2020-04-10 03:36:29,278, 159.1, 154.7, 154.9, 157.4,High,High,  86.3,  87.4,  88.3,  88.7,1.6646,1.5985,1.5840,1.6348,High,High,
2020-04-10 03:38:29,279, 158.6, 154.3, 154.5, 156.8,High,High,  86.3,  87.4,  88.1,  88.6,1.6532,1.5884,1.5744,1.6225,High,High,
2020-04-10 03:40:29,280, 158.1, 153.7, 154.1, 156.2,High,High,  86.3,  87.4,  88.1,  88.6,1.6406,1.5762,1.5637,1.6099,High,High,
2020-04-10 03:42:29,281, 157.6, 153.3, 153.5, 155.6,High,High,  86.3,  87.4,  88.2,  88.5,1.6299,1.5640,1.5502,1.5966,High,High,
2020-04-10 03:44:29,282, 157.1, 152.9, 153.0, 155.2,High,High,  86.2,  87.3,  88.1,  88.5,1.6207,1.5567,1.5412,1.5868,High,High,
2020-04-10 03:46:29,283, 156.5, 152.5, 152.6, 154.8,High,High,  86.3,  87.2,  88.1,  88.5,1.6076,1.5458,1.5310,1.5755,High,High,
2020-04-10 03:48:29,284, 156.1, 152.2, 152.4, 154.4,High,High,  86.2,  87.3,  88.1,  88.5,1.5962,1.5345,1.5214,1.5657,High,High,
2020-04-10 03:50:29,285, 155.7, 151.6, 151.8, 153.9,High,High,  86.2,  87.2,  88.0,  88.4,1.5887,1.5262,1.5101,1.5550,High,High,
2020-04-10 03:52:29,286, 155.1, 151.2, 151.3, 153.2,High,High,  86.0,  87.1,  87.9,  88.2,1.5805,1.5183,1.5035,1.5451,High,High,
2020-04-10 03:54:29,287, 154.8, 150.8, 151.0, 152.9,High,High,  85.8,  87.0,  87.8,  88.2,1.5723,1.5099,1.4946,1.5366,High,High,
2020-04-10 03:56:29,288, 154.0, 149.9, 150.2, 152.3,High,High,  85.8,  86.9,  87.8,  88.2,1.5592,1.4919,1.4772,1.5227,High,High,
2020-04-10 03:58:29,289, 153.3, 149.1, 149.5, 151.8,High,High,  85.8,  86.9,  87.8,  88.3,1.5412,1.4729,1.4588,1.5095,High,High,
2020-04-10 04:00:29,290, 152.6, 148.5, 148.8, 151.3,High,High,  85.8,  87.0,  87.9,  88.2,1.5224,1.4558,1.4412,1.4945,High,High,
2020-04-10 04:02:29,291, 151.9, 147.9, 148.2, 150.7,High,High,  86.0,  87.1,  87.9,  88.3,1.5047,1.4391,1.4274,1.4787,High,High,
2020-04-10 04:04:29,292, 151.2, 147.4, 147.7, 150.1,High,High,  86.1,  87.2,  88.0,  88.4,1.4879,1.4246,1.4124,1.4631,High,High,
2020-04-10 04:06:29,293, 150.7, 146.8, 147.1, 149.7,High,High,  86.1,  87.2,  88.1,  88.4,1.4726,1.4098,1.3962,1.4499,High,High,
2020-04-10 04:08:29,294, 150.1, 146.3, 146.7, 149.0,High,High,  86.2,  87.3,  88.1,  88.4,1.4589,1.3973,1.3861,1.4377,High,High,
2020-04-10 04:10:29,295, 149.4, 145.9, 146.2, 148.5,High,High,  86.1,  87.2,  88.1,  88.3,1.4462,1.3877,1.3745,1.4257,High,High,
2020-04-10 04:12:29,296, 149.0, 145.4, 145.7, 148.0,High,High,  86.1,  87.2,  88.0,  88.3,1.4356,1.3760,1.3652,1.4138,High,High,
2020-04-10 04:14:29,297, 148.5, 145.0, 145.1, 147.5,High,High,  86.0,  87.2,  88.0,  88.2,1.4243,1.3657,1.3521,1.4042,High,High,
2020-04-10 04:16:29,298, 147.9, 144.4, 144.6, 147.0,High,High,  86.0,  87.0,  87.8,  88.0,1.4140,1.3570,1.3436,1.3952,High,High,
2020-04-10 04:18:29,299, 147.6, 144.0, 144.3, 146.5,High,High,  85.8,  86.9,  87.7,  87.9,1.4091,1.3503,1.3385,1.3851,High,High,
2020-04-10 04:20:29,300, 147.0, 143.7, 143.9, 146.0,High,High,  85.6,  86.8,  87.6,  87.8,1.4014,1.3444,1.3311,1.3757,High,High,
2020-04-10 04:22:29,301, 146.7, 143.3, 143.5, 145.5,High,High,  85.6,  86.6,  87.6,  87.7,1.3941,1.3385,1.3245,1.3636,High,High,
2020-04-10 04:24:29,302, 146.4, 142.9, 143.1, 145.0,High,High,  85.6,  86.6,  87.6,  87.7,1.3846,1.3288,1.3133,1.3546,High,High,
2020-04-10 04:26:29,303, 145.8, 142.5, 142.8, 144.7,High,High,  85.6,  86.6,  87.7,  87.9,1.3732,1.3179,1.3034,1.3427,High,High,
2020-04-10 04:28:29,304, 145.5, 142.2, 142.6, 144.4,High,High,  85.7,  86.9,  87.7,  88.0,1.3628,1.3079,1.2965,1.3318,High,High,
2020-04-10 04:30:29,305, 145.2, 141.9, 142.1, 143.8,High,High,  85.7,  86.9,  87.8,  88.0,1.3531,1.2989,1.2832,1.3207,High,High,
2020-04-10 04:32:29,306, 144.7, 141.6, 141.7, 143.5,High,High,  85.7,  87.0,  87.8,  88.0,1.3428,1.2885,1.2741,1.3112,High,High,
2020-04-10 04:34:29,307, 144.3, 141.3, 141.5, 143.2,High,High,  85.8,  86.9,  87.8,  88.0,1.3341,1.2826,1.2676,1.3011,High,High,
2020-04-10 04:36:29,308, 144.0, 141.0, 141.2, 142.9,High,High,  85.8,  87.0,  87.8,  88.2,1.3257,1.2738,1.2598,1.2927,High,High,
2020-04-10 04:38:29,309, 143.6, 140.5, 140.8, 142.5,High,High,  85.8,  86.9,  87.8,  88.2,1.3166,1.2644,1.2516,1.2835,High,High,
2020-04-10 04:40:29,310, 143.3, 140.2, 140.4, 142.0,High,High,  85.8,  87.0,  87.8,  88.0,1.3085,1.2558,1.2407,1.2744,High,High,
2020-04-10 04:42:29,311, 142.9, 140.0, 140.2, 141.7,High,High,  86.0,  87.1,  87.9,  88.2,1.2974,1.2479,1.2343,1.2641,High,High,
2020-04-10 04:44:29,312, 142.6, 139.7, 140.0, 141.4,High,High,  86.0,  87.1,  88.0,  88.3,1.2909,1.2409,1.2273,1.2567,High,High,
